,Name,Link,Distillery,Vintage,Country,Region,Size,Whisky Type,Bottles Produced,Distillery Staus,Strength,Warnings,Sold on,Cask No.,Cask Finish,Fill Level,Bottle No.,Cask Type,Batch No.,Winning Bid,Highest bid,Lot Id
2835,Macallan - Classic Cut - 2022 - 2 x 70cl,https://www.highlandwhiskyauctions.com/lot-100601/macallan-classic-cut-2022-2-x-70cl/auction-10,Macallan,,Scotland,Speyside,140cl,SingleMaltWhisky,,Operational,52.5%,Minor box creases/wear.,26/10/2022,,,,,,, £280.00,,100601
2836,Macallan - Edition 4 - 75cl,https://www.highlandwhiskyauctions.com/lot-100575/macallan-edition-4-75cl/auction-10,Macallan,,Scotland,Speyside,75cl,SingleMaltWhisky,,Operational,48.4%,None,26/10/2022,,,,,,, £260.00,,100575
2837,Macallan - Rare Cask - 2022 Release,https://www.highlandwhiskyauctions.com/lot-100365/macallan-rare-cask-2022-release/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43%,None,26/10/2022,,,,,,, £260.00,,100365
2838,Macallan - Rare Cask - 2022 Release,https://www.highlandwhiskyauctions.com/lot-100115/macallan-rare-cask-2022-release/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43%,Rear box mark as per picture.,,,,,,,,, £260.00,100115
2839,Macallan - Rare Cask - 2022 Release,https://www.highlandwhiskyauctions.com/lot-100127/macallan-rare-cask-2022-release/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43%,None,,,,,,,,, £260.00,100127
2840,Macallan - Rare Cask - 2022 Release,https://www.highlandwhiskyauctions.com/lot-100384/macallan-rare-cask-2022-release/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43%,None,26/10/2022,,,,,,, £260.00,,100384
2841,Macallan - Rare Cask - 2018 Release Batch #2,https://www.highlandwhiskyauctions.com/lot-100645/macallan-rare-cask-2018-release-batch-2/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43%,None,26/10/2022,,,,,,, £260.00,,100645
2842,Glenlivet - 25 Years Old - XXV - 70cl,https://www.highlandwhiskyauctions.com/lot-100392/glenlivet-25-years-old-xxv-70cl/auction-10,Glenlivet,25YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43%,None,26/10/2022,,,,,,0910A, £260.00,,100392
2843,Talisker - 25 Years Old,https://www.highlandwhiskyauctions.com/lot-100397/talisker-25-years-old/auction-10,Talisker,25YearsOld,Scotland,Islands,70cl,SingleMaltWhisky,,Operational,45.8%,None,26/10/2022,,,,,,, £260.00,,100397
2844,Macallan - Rare Cask - 2022 Release,https://www.highlandwhiskyauctions.com/lot-100187/macallan-rare-cask-2022-release/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43.5%,None,,,,,,,,, £260.00,100187
2845,Bunnahabhain - 25 Years Old - Small Batch,https://www.highlandwhiskyauctions.com/lot-100091/bunnahabhain-25-years-old-small-batch/auction-10,Bunnahabhain,25YearsOld,Scotland,Islay,70cl,SingleMaltWhisky,,Operational,46.3%,Minor label lifting,,,,,,,,, £250.00,100091
2846,Macallan - Concept No.3 - 2020,https://www.highlandwhiskyauctions.com/lot-100113/macallan-concept-no3-2020/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40.8%,None,26/10/2022,,,,,,, £250.00,,100113
2847,Macallan - Concept No.3 - 2020,https://www.highlandwhiskyauctions.com/lot-100114/macallan-concept-no3-2020/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40.8%,None,26/10/2022,,,,,,, £250.00,,100114
2848,Macallan - Classic Cut - 2018,https://www.highlandwhiskyauctions.com/lot-100632/macallan-classic-cut-2018/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,51.2%,Minor box wear.,26/10/2022,,,,,,, £250.00,,100632
2849,Bimber - Small Batch - The Queens Platinum Jubilee 1952 - 2022,https://www.highlandwhiskyauctions.com/lot-100222/bimber-small-batch-the-queens-platinum-jubilee-1952-2022/auction-10,Bimber,,England,England,70cl,SingleMaltWhisky,1952,Operational,51.8%,None,26/10/2022,,,,1036,,, £250.00,,100222
2850,Glenrothes - 25 Years Old,https://www.highlandwhiskyauctions.com/lot-100292/glenrothes-25-years-old/auction-10,Glenrothes,25YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43%,None,26/10/2022,,,,,,, £250.00,,100292
2851,Macallan - Rare Cask - 2022 Release,https://www.highlandwhiskyauctions.com/lot-100602/macallan-rare-cask-2022-release/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43%,Minor box damage.,26/10/2022,,,,,,, £230.00,,100602
2852,Lagavulin - 16 Years Old - White Horse Bottling,https://www.highlandwhiskyauctions.com/lot-100376/lagavulin-16-years-old-white-horse-bottling/auction-10,Lagavulin,16YearsOld,Scotland,Islay,70cl,SingleMaltWhisky,,Operational,43%,Box damage.,,,,,,,,, £230.00,100376
2853,"Bowmore - 10, 15 & 18 Year Old - Aston Martin",https://www.highlandwhiskyauctions.com/lot-100435/bowmore-10-15-18-year-old-aston-martin/auction-10,Bowmore,,Scotland,Islay,270cl,SingleMaltWhisky,,Operational,43%,None,26/10/2022,,,,,,, £230.00,,100435
2854,Macallan - Mirror,https://www.highlandwhiskyauctions.com/lot-100553/macallan-mirror/auction-10,Macallan,,Scotland,Speyside,,Merchandise,,Operational,,Very small crack on bottom right corner as per picture.,26/10/2022,,,,,,, £230.00,,100553
2855,Macallan - Edition 6,https://www.highlandwhiskyauctions.com/lot-100574/macallan-edition-6/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48.6%,Minor box marks.,26/10/2022,,,,,,, £220.00,,100574
2856,Tamdhu - 21 Years Old - 1997 Lockett Bros,https://www.highlandwhiskyauctions.com/lot-100583/tamdhu-21-years-old-1997-lockett-bros/auction-10,Tamdhu,21YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,188,Operational,54%,Label lifting.,26/10/2022,307088,,,110,,, £220.00,,100583
2857,Glenallachie - Wine Cask Series Set - Limited Edition - 3 x 70cl,https://www.highlandwhiskyauctions.com/lot-100585/glenallachie-wine-cask-series-set-limited-edition-3-x-70cl/auction-10,Glenallachie,,Scotland,Speyside,210cl,SingleMaltWhisky,,Operational,48%,None,26/10/2022,,,,,,, £220.00,,100585
2858,Glenallachie - Virgin Oak Series - 3 x 70cl,https://www.highlandwhiskyauctions.com/lot-100587/glenallachie-virgin-oak-series-3-x-70cl/auction-10,Glenallachie,,Scotland,Speyside,210cl,SingleMaltWhisky,,Operational,48%,None,26/10/2022,,,,,,, £220.00,,100587
2859,Blair Athol -  25 Years Old - Chieftain's 1976,https://www.highlandwhiskyauctions.com/lot-100104/blair-athol-25-years-old-chieftains-1976/auction-10,BlairAthol,25YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,186,Operational,58.8%,Box wear/minor damage/ label lifting.,,,,,,,,, £220.00,100104
2860,Macallan - Edition 4,https://www.highlandwhiskyauctions.com/lot-100129/macallan-edition-4/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48.4%,Box creases. ,26/10/2022,,,,,,, £220.00,,100129
2861,Macallan - Edition 5,https://www.highlandwhiskyauctions.com/lot-100577/macallan-edition-5/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48.5%,None,26/10/2022,,,,,,, £210.00,,100577
2862,Macallan - Estate - 2019,https://www.highlandwhiskyauctions.com/lot-100578/macallan-estate-2019/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43%,None,26/10/2022,,,,,,, £210.00,,100578
2863,Glenallachie - 4 Years Old - Billy Walker 50th Anniversary - Future Edition,https://www.highlandwhiskyauctions.com/lot-100388/glenallachie-4-years-old-billy-walker-50th-anniversary-future-edition/auction-10,Glenallachie,4YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,60.2%,None,26/10/2022,,,,,,, £210.00,,100388
2864,Macallan - Enigma,https://www.highlandwhiskyauctions.com/lot-100394/macallan-enigma/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,44.9%,Minor box marks.Hologram split on cap.,26/10/2022,,,,,,, £210.00,,100394
2865,Macallan - Gold - Ernie Button Limited Edition,https://www.highlandwhiskyauctions.com/lot-100194/macallan-gold-ernie-button-limited-edition/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,Box wear.,26/10/2022,,,,,,, £210.00,,100194
2866,Game Of Thrones - Tasting Colletion,https://www.highlandwhiskyauctions.com/lot-100263/game-of-thrones-tasting-colletion/auction-10,,,Scotland,,2.5cl,,,,51.2%,None,26/10/2022,,,,,,, £210.00,,100263
2867,Macallan - Gold - 1824 Series,https://www.highlandwhiskyauctions.com/lot-100345/macallan-gold-1824-series/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,Box crease/marks.,26/10/2022,,,,,,, £200.00,,100345
2868,Glenmorangie - Traditional - 100° Proof - 1 Litre,https://www.highlandwhiskyauctions.com/lot-100095/glenmorangie-traditional-1000-proof-1-litre/auction-10,Glenmorangie,,Scotland,Highland,100cl,SingleMaltWhisky,,Operational,57.2%,None,26/10/2022,,,,,,, £200.00,,100095
2869,Macallan - Edition 4,https://www.highlandwhiskyauctions.com/lot-100107/macallan-edition-4/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48.4%,Minor mark/wear on box.,26/10/2022,,,,,,, £200.00,,100107
2870,Arran - 23 Years Old - The Explorers Series - Drumadoon Point,https://www.highlandwhiskyauctions.com/lot-100391/arran-23-years-old-the-explorers-series-drumadoon-point/auction-10,Arran,23YearsOld,Scotland,Islands,70cl,SingleMaltWhisky,9000,Operational,49.5%,Tin dent.,26/10/2022,,,,,,, £200.00,,100391
2871,Glenfiddich - 18 Years Old - Ancient Reserve Decanter (1980's),https://www.highlandwhiskyauctions.com/lot-100547/glenfiddich-18-years-old-ancient-reserve-decanter-1980s/auction-10,Glenfiddich,18YearsOld,Scotland,Speyside,75cl,SingleMaltWhisky,,Operational,43%,Box damage.,26/10/2022,,,,,,, £200.00,,100547
2872,"Portknockie - First Release, Bow, Fiddle & Rock - 4 x 70cl",https://www.highlandwhiskyauctions.com/lot-100586/portknockie-first-release-bow-fiddle-rock-4-x-70cl/auction-10,,,Scotland,,280cl,SingleMaltWhisky,,,62.38%,None,26/10/2022,,,,,,, £190.00,,100586
2873,Springbank - 18 Years Old - 2022,https://www.highlandwhiskyauctions.com/lot-100344/springbank-18-years-old-2022/auction-10,Springbank,18YearsOld,Scotland,Campbeltown,70cl,SingleMaltWhisky,,Operational,46%,Minor label tear/lifting.,26/10/2022,,,,,,, £190.00,,100344
2874,"Bowmore - 10, 15 & 18 Year Old - Aston Martin",https://www.highlandwhiskyauctions.com/lot-100433/bowmore-10-15-18-year-old-aston-martin/auction-10,Bowmore,,Scotland,Islay,270cl,SingleMaltWhisky,,Operational,43%,Minor box creases/damage.Minor label lifting/wear.,26/10/2022,,,,,,, £190.00,,100433
2875,"Bowmore - 10, 15 & 18 Year Old - Aston Martin",https://www.highlandwhiskyauctions.com/lot-100434/bowmore-10-15-18-year-old-aston-martin/auction-10,Bowmore,,Scotland,Islay,270cl,SingleMaltWhisky,,Operational,43%,Minor box creases/damage.,26/10/2022,,,,,,, £190.00,,100434
2876,Johnnie Walker - Blue Label - Glenury Royal - Ghost and Rare,https://www.highlandwhiskyauctions.com/lot-100298/johnnie-walker-blue-label-glenury-royal-ghost-and-rare/auction-10,JohnnieWalker,,Scotland,,70cl,BlendedWhisky,,Operational,43.8%,None,,,,,EU05805,,,, £190.00,100298
2877,Macallan - Classic Cut - 2020,https://www.highlandwhiskyauctions.com/lot-100342/macallan-classic-cut-2020/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,55%,Minor box mark.,26/10/2022,,,,,,, £180.00,,100342
2878,Springbank - 18 Years Old - 2022,https://www.highlandwhiskyauctions.com/lot-100343/springbank-18-years-old-2022/auction-10,Springbank,18YearsOld,Scotland,Campbeltown,70cl,SingleMaltWhisky,,Operational,46%,Minor label wear.,26/10/2022,,,,,,, £180.00,,100343
2879,Laphroaig - 14 Years Old - Forgotten Gems,https://www.highlandwhiskyauctions.com/lot-100608/laphroaig-14-years-old-forgotten-gems/auction-10,Laphroaig,14YearsOld,Scotland,Islay,70cl,SingleMaltWhisky,21,Operational,43.4%,paper seal very delicate and has slight tears.,,,,,13,,,, £180.00,100608
2880,Macallan - Gold - 1824 Series,https://www.highlandwhiskyauctions.com/lot-100611/macallan-gold-1824-series/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,Box damage.,26/10/2022,,,,,,, £180.00,,100611
2881,Glendronach - 21 Years Old - Parliament 2020,https://www.highlandwhiskyauctions.com/lot-100620/glendronach-21-years-old-parliament-2020/auction-10,Glendronach,21YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,,Operational,48%,None,26/10/2022,,,,,,, £180.00,,100620
2882,Macallan - Edition 5,https://www.highlandwhiskyauctions.com/lot-100631/macallan-edition-5/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48.5%,Minor box wear.,26/10/2022,,,,,,, £180.00,,100631
2883,Macallan - Concept No.3 - 2020,https://www.highlandwhiskyauctions.com/lot-100132/macallan-concept-no3-2020/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40.8%,None,26/10/2022,,,,,,, £180.00,,100132
2884,Macallan - Edition 6,https://www.highlandwhiskyauctions.com/lot-100133/macallan-edition-6/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48.6%,None,26/10/2022,,,,,,, £180.00,,100133
2885,Macallan - Classic Cut - 2022,https://www.highlandwhiskyauctions.com/lot-100150/macallan-classic-cut-2022/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,52.5%,None,,,,,,,,, £180.00,100150
2886,Macallan - Edition 6,https://www.highlandwhiskyauctions.com/lot-100160/macallan-edition-6/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48.6%,Minor box mark.,26/10/2022,,,,,,, £180.00,,100160
2887,Ardbeg - 19 Years Old - Traigh Bhan - Batch 4,https://www.highlandwhiskyauctions.com/lot-100170/ardbeg-19-years-old-traigh-bhan-batch-4/auction-10,Ardbeg,19YearsOld,Scotland,Islay,70cl,SingleMaltWhisky,,Operational,46.2%,None,26/10/2022,,,,,,4, £180.00,,100170
2888,Ardbeg - 19 Years Old - Traigh Bhan - Batch 4,https://www.highlandwhiskyauctions.com/lot-100171/ardbeg-19-years-old-traigh-bhan-batch-4/auction-10,Ardbeg,19YearsOld,Scotland,Islay,70cl,SingleMaltWhisky,,Operational,46.2%,None,,,,,,,4,, £180.00,100171
2889,Glenkinchie - 15 Years Old - Manager's Dram 2010,https://www.highlandwhiskyauctions.com/lot-100103/glenkinchie-15-years-old-managers-dram-2010/auction-10,Glenkinchie,15YearsOld,Scotland,Lowland,70cl,SingleMaltWhisky,,Operational,60.1%,None,,,,,361,,,, £170.00,100103
2890,Glengoyne - Teapot Dram - Batch #006,https://www.highlandwhiskyauctions.com/lot-100201/glengoyne-teapot-dram-batch-006/auction-10,Glengoyne,,Scotland,Highland,70cl,SingleMaltWhisky,2772,Operational,59.3%,None,26/10/2022,,,,247,,006, £170.00,,100201
2891,Glendronach - 21 Years Old - Parliament 2022,https://www.highlandwhiskyauctions.com/lot-100572/glendronach-21-years-old-parliament-2022/auction-10,Glendronach,21YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,,Operational,48%,None,26/10/2022,,,,,,, £160.00,,100572
2892,Glenallachie - 4 Years Old - Billy Walker 50th Anniversary - Future Edition,https://www.highlandwhiskyauctions.com/lot-100387/glenallachie-4-years-old-billy-walker-50th-anniversary-future-edition/auction-10,Glenallachie,4YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,60.2%,None,26/10/2022,,,,,,, £160.00,,100387
2893,Glenfiddich - 15 Years Old - Bult Conference,https://www.highlandwhiskyauctions.com/lot-100390/glenfiddich-15-years-old-bult-conference/auction-10,Glenfiddich,15YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,58.6%,None,26/10/2022,,,,55,,81, £160.00,,100390
2894,Glenfiddich - 14 Years Old - Spirit Of Speyside Whisky Festival 2022,https://www.highlandwhiskyauctions.com/lot-100144/glenfiddich-14-years-old-spirit-of-speyside-whisky-festival-2022/auction-10,Glenfiddich,14YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,200,Operational,59%,None,,794,,,200,,,, £160.00,100144
2895,Glenallachie - 4 Years Old - Billy Walker 50th Anniversary - Future Edition,https://www.highlandwhiskyauctions.com/lot-100225/glenallachie-4-years-old-billy-walker-50th-anniversary-future-edition/auction-10,Glenallachie,4YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,60.2%,None,26/10/2022,,,,,,, £160.00,,100225
2896,Glenallachie - 4 Years Old - Billy Walker 50th Anniversary - Future Edition,https://www.highlandwhiskyauctions.com/lot-100226/glenallachie-4-years-old-billy-walker-50th-anniversary-future-edition/auction-10,Glenallachie,4YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,60.2%,None,26/10/2022,,,,,,, £160.00,,100226
2897,Glenallachie - 4 Years Old - Billy Walker 50th Anniversary - Future Edition,https://www.highlandwhiskyauctions.com/lot-100269/glenallachie-4-years-old-billy-walker-50th-anniversary-future-edition/auction-10,Glenallachie,4YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,60.2%,None,26/10/2022,,,,,,, £160.00,,100269
2898,Macallan - 12 Years Old - Limited Edition Tin - Sherry Oak Cask,https://www.highlandwhiskyauctions.com/lot-100286/macallan-12-years-old-limited-edition-tin-sherry-oak-cask/auction-10,Macallan,12YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,None,26/10/2022,,,,,,, £160.00,,100286
2899,Highland Park - 22 Years Old - Runrig 2009,https://www.highlandwhiskyauctions.com/lot-100333/highland-park-22-years-old-runrig-2009/auction-10,HighlandPark,22YearsOld,Scotland,Islands,70cl,SingleMaltWhisky,750,Operational,51.4%,Box damage.,26/10/2022,,,,,,, £150.00,,100333
2900,Sakurao - Togouchi - Single Malt Cask Strength - 1st Release,https://www.highlandwhiskyauctions.com/lot-100607/sakurao-togouchi-single-malt-cask-strength-1st-release/auction-10,Sakauro,,Japan,Japanese,70cl,SingleMaltWhisky,,Operational,52%,None,26/10/2022,,,,,,, £150.00,,100607
2901,Glenallachie - 15 Years Old - 2006 Single Cask #3292 - Spirit Of Speyside Whisky Festival 2022,https://www.highlandwhiskyauctions.com/lot-100141/glenallachie-15-years-old-2006-single-cask-3292-spirit-of-speyside-whisky-festival-2022/auction-10,Glenallachie,15YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,704,Operational,59.4%,None,,3292,,,323,,,, £150.00,100141
2902,"Speyside - 1991 Carn Mor - ""Celebration Of The Cask""",https://www.highlandwhiskyauctions.com/lot-100146/speyside-1991-carn-mor-celebration-of-the-cask/auction-10,Speyside,,Scotland,Speyside,70cl,SingleMaltWhisky,533,Operational,62.5%,None,26/10/2022,940,,,239,,, £150.00,,100146
2903,Glen Moray - 1986 - Commemorative Bottling,https://www.highlandwhiskyauctions.com/lot-100148/glen-moray-1986-commemorative-bottling/auction-10,GlenMoray,,Scotland,Speyside,70cl,SingleMaltWhisky,276,Operational,64.4%,None,26/10/2022,4696,,,10,,, £150.00,,100148
2904,"Highland Park - Cask Strength Release 1, 2 & 3",https://www.highlandwhiskyauctions.com/lot-100190/highland-park-cask-strength-release-1-2-3/auction-10,HighlandPark,,Scotland,Islands,210cl,SingleMaltWhisky,,Operational,64.1%,Minor tear on one bottle neck.,26/10/2022,,,,,,, £150.00,,100190
2905,Macallan - Classic Cut - 2022,https://www.highlandwhiskyauctions.com/lot-100267/macallan-classic-cut-2022/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,52.5%,None,26/10/2022,,,,,,, £150.00,,100267
2906,Macallan - Classic Cut - 2022,https://www.highlandwhiskyauctions.com/lot-100268/macallan-classic-cut-2022/auction-10,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,52.5%,None,26/10/2022,,,,,,, £150.00,,100268
